Class of Year,LEA,LEA Name,School Number,School Name,Cohort,Grad Rate,Diplomas Earned,Adjusted Cohort Count,Create Date
2017,3,Baltimore County,72,Rosedale Center,4-year adjusted cohort,<= 5.00,*,13,20180117
2017,3,Baltimore County,72,Rosedale Center,3-year adjusted cohort,<= 5.00,*,43,20180117
2017,3,Baltimore County,75,Crossroads Center,4-year adjusted cohort,*,*,*,20180117
2017,3,Baltimore County,75,Crossroads Center,3-year adjusted cohort,<= 5.00,*,15,20180117
2017,3,Baltimore County,77,BCDC Educational Center,4-year adjusted cohort,<= 5.00,*,20,20180117
2017,3,Baltimore County,77,BCDC Educational Center,3-year adjusted cohort,<= 5.00,*,10,20180117
2017,3,Baltimore County,111,Maiden Choice School,4-year adjusted cohort,*,*,*,20180117
2017,3,Baltimore County,111,Maiden Choice School,3-year adjusted cohort,*,*,*,20180117
2017,3,Baltimore County,172,Woodlawn High Center for Pre-Eng. Res.,4-year adjusted cohort,88.72,291,328,20180117
2017,3,Baltimore County,172,Woodlawn High Center for Pre-Eng. Res.,3-year adjusted cohort,10.48,35,334,20180117
2017,3,Baltimore County,174,Catonsville High,4-year adjusted cohort,>= 95.00,*,432,20180117
2017,3,Baltimore County,174,Catonsville High,3-year adjusted cohort,<= 5.00,*,428,20180117
2017,3,Baltimore County,175,Western School of Technology & Env. Science,4-year adjusted cohort,>= 95.00,*,228,20180117
2017,3,Baltimore County,175,Western School of Technology & Env. Science,3-year adjusted cohort,<= 5.00,*,228,20180117
2017,3,Baltimore County,271,Milford Mill Academy,4-year adjusted cohort,93.39,325,348,20180117
2017,3,Baltimore County,271,Milford Mill Academy,3-year adjusted cohort,<= 5.00,*,342,20180117
2017,3,Baltimore County,272,Randallstown High,4-year adjusted cohort,93.44,242,259,20180117
2017,3,Baltimore County,272,Randallstown High,3-year adjusted cohort,<= 5.00,*,265,20180117
2017,3,Baltimore County,371,Pikesville High,4-year adjusted cohort,>= 95.00,*,215,20180117
2017,3,Baltimore County,371,Pikesville High,3-year adjusted cohort,<= 5.00,*,208,20180117
2017,3,Baltimore County,452,Owings Mills High,4-year adjusted cohort,87.44,188,215,20180117
2017,3,Baltimore County,452,Owings Mills High,3-year adjusted cohort,<= 5.00,*,210,20180117
2017,3,Baltimore County,472,Franklin High,4-year adjusted cohort,91.07,357,392,20180117
2017,3,Baltimore County,472,Franklin High,3-year adjusted cohort,<= 5.00,*,379,20180117
2017,3,Baltimore County,473,New Town High,4-year adjusted cohort,94.46,256,271,20180117
2017,3,Baltimore County,473,New Town High,3-year adjusted cohort,<= 5.00,*,260,20180117
2017,3,Baltimore County,772,Hereford High,4-year adjusted cohort,>= 95.00,*,319,20180117
2017,3,Baltimore County,772,Hereford High,3-year adjusted cohort,<= 5.00,*,317,20180117
2017,3,Baltimore County,872,Dulaney High,4-year adjusted cohort,>= 95.00,*,493,20180117
2017,3,Baltimore County,872,Dulaney High,3-year adjusted cohort,<= 5.00,*,475,20180117
2017,3,Baltimore County,922,Ridge Ruxton,4-year adjusted cohort,*,*,*,20180117
2017,3,Baltimore County,922,Ridge Ruxton,3-year adjusted cohort,*,*,*,20180117
2017,3,Baltimore County,971,Towson High Law & Public Policy,4-year adjusted cohort,93.92,371,395,20180117
2017,3,Baltimore County,971,Towson High Law & Public Policy,3-year adjusted cohort,<= 5.00,*,389,20180117
2017,3,Baltimore County,972,Parkville High & Center for Math/Science,4-year adjusted cohort,83.96,382,455,20180117
2017,3,Baltimore County,972,Parkville High & Center for Math/Science,3-year adjusted cohort,6.28,27,430,20180117
2017,3,Baltimore County,973,Loch Raven High,4-year adjusted cohort,93.46,200,214,20180117
2017,3,Baltimore County,973,Loch Raven High,3-year adjusted cohort,<= 5.00,*,218,20180117
2017,3,Baltimore County,975,George W. Carver Center for Arts & Technology,4-year adjusted cohort,>= 95.00,*,201,20180117
2017,3,Baltimore County,975,George W. Carver Center for Arts & Technology,3-year adjusted cohort,<= 5.00,*,203,20180117
2017,3,Baltimore County,1171,Perry Hall High,4-year adjusted cohort,92.24,499,541,20180117
2017,3,Baltimore County,1171,Perry Hall High,3-year adjusted cohort,<= 5.00,*,529,20180117
2017,3,Baltimore County,1215,Battle Monument School,4-year adjusted cohort,*,*,*,20180117
2017,3,Baltimore County,1215,Battle Monument School,3-year adjusted cohort,*,*,*,20180117
2017,3,Baltimore County,1272,Patapsco High & Center for Arts,4-year adjusted cohort,85.5,342,400,20180117
2017,3,Baltimore County,1272,Patapsco High & Center for Arts,3-year adjusted cohort,<= 5.00,*,387,20180117
2017,3,Baltimore County,1273,Dundalk High,4-year adjusted cohort,78.16,297,380,20180117
2017,3,Baltimore County,1273,Dundalk High,3-year adjusted cohort,7.22,27,374,20180117
2017,3,Baltimore County,1371,Lansdowne High & Academy of Finance,4-year adjusted cohort,84,294,350,20180117
2017,3,Baltimore County,1371,Lansdowne High & Academy of Finance,3-year adjusted cohort,11.85,41,346,20180117
2017,3,Baltimore County,1473,Overlea High & Academy of Finance,4-year adjusted cohort,84.92,214,252,20180117
2017,3,Baltimore County,1473,Overlea High & Academy of Finance,3-year adjusted cohort,<= 5.00,*,223,20180117
2017,3,Baltimore County,1572,Kenwood High IB and Sports Science,4-year adjusted cohort,81.98,364,444,20180117
2017,3,Baltimore County,1572,Kenwood High IB and Sports Science,3-year adjusted cohort,6.35,28,441,20180117
2017,3,Baltimore County,1573,Sparrows Point High,4-year adjusted cohort,>= 95.00,*,225,20180117
2017,3,Baltimore County,1573,Sparrows Point High,3-year adjusted cohort,<= 5.00,*,224,20180117
2017,3,Baltimore County,1574,Chesapeake High,4-year adjusted cohort,84.4,211,250,20180117
2017,3,Baltimore County,1574,Chesapeake High,3-year adjusted cohort,<= 5.00,*,229,20180117
2017,3,Baltimore County,1575,Eastern Technical High School,4-year adjusted cohort,>= 95.00,*,275,20180117
2017,3,Baltimore County,1575,Eastern Technical High School,3-year adjusted cohort,<= 5.00,*,280,20180117
2017,3,Baltimore County,A,All Baltimore County Schools,4-year adjusted cohort,89,7155,8039,20180117
2017,3,Baltimore County,A,All Baltimore County Schools,3-year adjusted cohort,<= 5.00,*,7967,20180117
2017,4,Calvert,113,Patuxent High,4-year adjusted cohort,93.98,250,266,20180117
2017,4,Calvert,113,Patuxent High,3-year adjusted cohort,<= 5.00,*,264,20180117
2017,4,Calvert,206,Calvert Country School,4-year adjusted cohort,*,*,*,20180117
2017,4,Calvert,206,Calvert Country School,3-year adjusted cohort,*,*,*,20180117
2017,4,Calvert,213,Calvert High,4-year adjusted cohort,93.45,257,275,20180117
2017,4,Calvert,213,Calvert High,3-year adjusted cohort,<= 5.00,*,261,20180117
2017,4,Calvert,217,Huntingtown High School,4-year adjusted cohort,>= 95.00,*,359,20180117
2017,4,Calvert,217,Huntingtown High School,3-year adjusted cohort,<= 5.00,*,355,20180117
2017,4,Calvert,314,Northern High,4-year adjusted cohort,>= 95.00,*,379,20180117
2017,4,Calvert,314,Northern High,3-year adjusted cohort,<= 5.00,*,378,20180117
2017,4,Calvert,500,Calvert County Alternative School,4-year adjusted cohort,*,*,*,20180117
2017,4,Calvert,500,Calvert County Alternative School,3-year adjusted cohort,*,*,*,20180117
2017,4,Calvert,A,All Calvert Schools,4-year adjusted cohort,94.62,1214,1283,20180117
2017,4,Calvert,A,All Calvert Schools,3-year adjusted cohort,<= 5.00,*,1265,20180117
2017,5,Caroline,703,North Caroline High School,4-year adjusted cohort,80.36,225,280,20180117
2017,5,Caroline,703,North Caroline High School,3-year adjusted cohort,<= 5.00,*,282,20180117
2017,5,Caroline,801,Colonel Richardson High School,4-year adjusted cohort,87.07,101,116,20180117
2017,5,Caroline,801,Colonel Richardson High School,3-year adjusted cohort,<= 5.00,*,112,20180117
2017,5,Caroline,A,All Caroline Schools,4-year adjusted cohort,82.32,326,396,20180117
2017,5,Caroline,A,All Caroline Schools,3-year adjusted cohort,<= 5.00,*,394,20180117
2017,6,Carroll,202,Francis Scott Key High,4-year adjusted cohort,>= 95.00,*,230,20180117
2017,6,Carroll,202,Francis Scott Key High,3-year adjusted cohort,<= 5.00,*,231,20180117
2017,6,Carroll,507,Liberty High,4-year adjusted cohort,>= 95.00,*,241,20180117
2017,6,Carroll,507,Liberty High,3-year adjusted cohort,<= 5.00,*,241,20180117
2017,6,Carroll,510,Century High,4-year adjusted cohort,>= 95.00,*,261,20180117
2017,6,Carroll,510,Century High,3-year adjusted cohort,<= 5.00,*,257,20180117
2017,6,Carroll,602,Manchester Valley High,4-year adjusted cohort,>= 95.00,*,316,20180117
2017,6,Carroll,602,Manchester Valley High,3-year adjusted cohort,<= 5.00,*,178,20180117
2017,6,Carroll,704,Winters Mill High,4-year adjusted cohort,92.11,245,266,20180117
2017,6,Carroll,704,Winters Mill High,3-year adjusted cohort,<= 5.00,*,268,20180117
2017,6,Carroll,707,Westminster High,4-year adjusted cohort,>= 95.00,*,373,20180117
2017,6,Carroll,707,Westminster High,3-year adjusted cohort,<= 5.00,*,371,20180117
2017,6,Carroll,712,Carroll Springs School,4-year adjusted cohort,*,*,*,20180117
2017,6,Carroll,712,Carroll Springs School,3-year adjusted cohort,*,*,*,20180117
2017,6,Carroll,716,Gateway School,4-year adjusted cohort,47.22,17,36,20180117
2017,6,Carroll,716,Gateway School,3-year adjusted cohort,<= 5.00,*,26,20180117
2017,6,Carroll,903,Flexible Student Support,4-year adjusted cohort,83.67,41,49,20180117
2017,6,Carroll,903,Flexible Student Support,3-year adjusted cohort,25,3,12,20180117
2017,6,Carroll,1401,South Carroll High,4-year adjusted cohort,>= 95.00,*,257,20180117
2017,6,Carroll,1401,South Carroll High,3-year adjusted cohort,<= 5.00,*,256,20180117
2017,6,Carroll,A,All Carroll Schools,4-year adjusted cohort,>= 95.00,*,2044,20180117
2017,6,Carroll,A,All Carroll Schools,3-year adjusted cohort,<= 5.00,*,2013,20180117
2017,7,Cecil,204,Bohemia Manor High,4-year adjusted cohort,91.67,143,156,20180117
2017,7,Cecil,204,Bohemia Manor High,3-year adjusted cohort,<= 5.00,*,156,20180117
2017,7,Cecil,302,Elkton High,4-year adjusted cohort,88.58,225,254,20180117
2017,7,Cecil,302,Elkton High,3-year adjusted cohort,<= 5.00,*,251,20180117
2017,7,Cecil,514,North East High,4-year adjusted cohort,89.03,211,237,20180117
2017,7,Cecil,514,North East High,3-year adjusted cohort,<= 5.00,*,231,20180117
2017,7,Cecil,705,Perryville High,4-year adjusted cohort,88.64,195,220,20180117
2017,7,Cecil,705,Perryville High,3-year adjusted cohort,<= 5.00,*,220,20180117
2017,7,Cecil,905,Rising Sun High,4-year adjusted cohort,94.12,288,306,20180117
2017,7,Cecil,905,Rising Sun High,3-year adjusted cohort,<= 5.00,*,307,20180117
2017,7,Cecil,A,All Cecil Schools,4-year adjusted cohort,90.54,1062,1173,20180117
2017,7,Cecil,A,All Cecil Schools,3-year adjusted cohort,<= 5.00,*,1165,20180117
2017,8,Charles,106,La Plata High School,4-year adjusted cohort,>= 95.00,*,259,20180117
2017,8,Charles,106,La Plata High School,3-year adjusted cohort,<= 5.00,*,257,20180117
2017,8,Charles,108,Maurice J. McDonough High School,4-year adjusted cohort,88.83,183,206,20180117
2017,8,Charles,108,Maurice J. McDonough High School,3-year adjusted cohort,<= 5.00,*,196,20180117
2017,8,Charles,605,Thomas Stone High School,4-year adjusted cohort,91.22,291,319,20180117
2017,8,Charles,605,Thomas Stone High School,3-year adjusted cohort,<= 5.00,*,307,20180117
2017,8,Charles,619,Westlake High School,4-year adjusted cohort,>= 95.00,*,279,20180117
2017,8,Charles,619,Westlake High School,3-year adjusted cohort,<= 5.00,*,273,20180117
2017,8,Charles,623,North Point High School,4-year adjusted cohort,>= 95.00,*,456,20180117
2017,8,Charles,623,North Point High School,3-year adjusted cohort,<= 5.00,*,458,20180117
2017,8,Charles,708,Robert D. Stethem Educational Center,3-year adjusted cohort,<= 5.00,*,15,20180117
2017,8,Charles,802,St. Charles High School,4-year adjusted cohort,>= 95.00,*,284,20180117
2017,8,Charles,802,St. Charles High School,3-year adjusted cohort,<= 5.00,*,278,20180117
2017,8,Charles,1002,Henry E. Lackey High School,4-year adjusted cohort,>= 95.00,*,250,20180117
2017,8,Charles,1002,Henry E. Lackey High School,3-year adjusted cohort,<= 5.00,*,249,20180117
2017,8,Charles,A,All Charles Schools,4-year adjusted cohort,94.74,1945,2053,20180117
2017,8,Charles,A,All Charles Schools,3-year adjusted cohort,<= 5.00,*,2033,20180117
2017,9,Dorchester,207,North Dorchester High School,4-year adjusted cohort,90.18,101,112,20180117
2017,9,Dorchester,207,North Dorchester High School,3-year adjusted cohort,<= 5.00,*,115,20180117
2017,9,Dorchester,713,Cambridge-South Dorchester High School,4-year adjusted cohort,78.77,141,179,20180117
2017,9,Dorchester,713,Cambridge-South Dorchester High School,3-year adjusted cohort,<= 5.00,*,180,20180117
2017,9,Dorchester,A,All Dorchester Schools,4-year adjusted cohort,83.16,242,291,20180117
2017,9,Dorchester,A,All Dorchester Schools,3-year adjusted cohort,<= 5.00,*,295,20180117
2017,10,Frederick,100,Frederick County Virtual School,4-year adjusted cohort,*,*,*,20180117
2017,10,Frederick,100,Frederick County Virtual School,3-year adjusted cohort,*,*,*,20180117
2017,10,Frederick,208,Heather Ridge High School,4-year adjusted cohort,*,*,*,20180117
2017,10,Frederick,209,Frederick High,4-year adjusted cohort,78.36,239,305,20180117
2017,10,Frederick,209,Frederick High,3-year adjusted cohort,<= 5.00,*,309,20180117
2017,10,Frederick,213,Gov. Thomas Johnson High,4-year adjusted cohort,89.26,324,363,20180117
2017,10,Frederick,213,Gov. Thomas Johnson High,3-year adjusted cohort,<= 5.00,*,346,20180117
2017,10,Frederick,313,Middletown High,4-year adjusted cohort,>= 95.00,*,264,20180117
2017,10,Frederick,313,Middletown High,3-year adjusted cohort,<= 5.00,*,263,20180117
2017,10,Frederick,713,Urbana High,4-year adjusted cohort,>= 95.00,*,428,20180117
2017,10,Frederick,713,Urbana High,3-year adjusted cohort,<= 5.00,*,427,20180117
2017,10,Frederick,912,Linganore High,4-year adjusted cohort,>= 95.00,*,381,20180117
2017,10,Frederick,912,Linganore High,3-year adjusted cohort,<= 5.00,*,382,20180117
2017,10,Frederick,920,Oakdale High,4-year adjusted cohort,>= 95.00,*,310,20180117
2017,10,Frederick,920,Oakdale High,3-year adjusted cohort,<= 5.00,*,312,20180117
2017,10,Frederick,1509,Catoctin High,4-year adjusted cohort,93.84,198,211,20180117
2017,10,Frederick,1509,Catoctin High,3-year adjusted cohort,<= 5.00,*,216,20180117
2017,10,Frederick,2307,Tuscarora High,4-year adjusted cohort,90.21,341,378,20180117
2017,10,Frederick,2307,Tuscarora High,3-year adjusted cohort,<= 5.00,*,368,20180117
2017,10,Frederick,2404,Rock Creek School,4-year adjusted cohort,*,*,*,20180117
2017,10,Frederick,2404,Rock Creek School,3-year adjusted cohort,*,*,*,20180117
2017,10,Frederick,2503,Brunswick High,4-year adjusted cohort,93.63,147,157,20180117
2017,10,Frederick,2503,Brunswick High,3-year adjusted cohort,<= 5.00,*,155,20180117
2017,10,Frederick,2610,Walkersville High,4-year adjusted cohort,94.51,258,273,20180117
2017,10,Frederick,2610,Walkersville High,3-year adjusted cohort,<= 5.00,*,265,20180117
2017,10,Frederick,A,All Frederick Schools,4-year adjusted cohort,92.48,2852,3084,20180117
2017,10,Frederick,A,All Frederick Schools,3-year adjusted cohort,<= 5.00,*,3051,20180117
2017,11,Garrett,512,Northern Garrett High School,4-year adjusted cohort,92.97,119,128,20180117
2017,11,Garrett,512,Northern Garrett High School,3-year adjusted cohort,<= 5.00,*,131,20180117
2017,11,Garrett,709,Southern Garrett High School,4-year adjusted cohort,91.93,148,161,20180117
2017,11,Garrett,709,Southern Garrett High School,3-year adjusted cohort,<= 5.00,*,157,20180117
2017,11,Garrett,A,All Garrett Schools,4-year adjusted cohort,92.39,267,289,20180117
2017,11,Garrett,A,All Garrett Schools,3-year adjusted cohort,<= 5.00,*,288,20180117
2017,12,Harford,176,Edgewood High,4-year adjusted cohort,83.84,249,297,20180117
2017,12,Harford,176,Edgewood High,3-year adjusted cohort,<= 5.00,*,303,20180117
2017,12,Harford,181,Joppatowne High,4-year adjusted cohort,75.63,121,160,20180117
2017,12,Harford,181,Joppatowne High,3-year adjusted cohort,<= 5.00,*,156,20180117
2017,12,Harford,187,Patterson Mill High School,4-year adjusted cohort,>= 95.00,*,215,20180117
2017,12,Harford,187,Patterson Mill High School,3-year adjusted cohort,<= 5.00,*,210,20180117
2017,12,Harford,270,Aberdeen High,4-year adjusted cohort,80.22,296,369,20180117
2017,12,Harford,270,Aberdeen High,3-year adjusted cohort,<= 5.00,*,363,20180117
2017,12,Harford,292,Center for Educational Opportunity,4-year adjusted cohort,22.86,8,35,20180117
2017,12,Harford,292,Center for Educational Opportunity,3-year adjusted cohort,<= 5.00,*,29,20180117
2017,12,Harford,304,Harford Technical High,4-year adjusted cohort,92.86,221,238,20180117
2017,12,Harford,304,Harford Technical High,3-year adjusted cohort,<= 5.00,*,243,20180117
2017,12,Harford,373,Bel Air High,4-year adjusted cohort,93.91,370,394,20180117
2017,12,Harford,373,Bel Air High,3-year adjusted cohort,<= 5.00,*,388,20180117
2017,12,Harford,382,Fallston High,4-year adjusted cohort,>= 95.00,*,284,20180117
2017,12,Harford,382,Fallston High,3-year adjusted cohort,<= 5.00,*,281,20180117
2017,12,Harford,385,C. Milton Wright High,4-year adjusted cohort,>= 95.00,*,338,20180117
2017,12,Harford,385,C. Milton Wright High,3-year adjusted cohort,<= 5.00,*,338,20180117
2017,12,Harford,391,John Archer School,4-year adjusted cohort,*,*,*,20180117
2017,12,Harford,391,John Archer School,3-year adjusted cohort,*,*,*,20180117
2017,12,Harford,580,North Harford High,4-year adjusted cohort,91.13,267,293,20180117
2017,12,Harford,580,North Harford High,3-year adjusted cohort,<= 5.00,*,288,20180117
2017,12,Harford,678,Havre de Grace High,4-year adjusted cohort,93.33,112,120,20180117
2017,12,Harford,678,Havre de Grace High,3-year adjusted cohort,<= 5.00,*,123,20180117
2017,12,Harford,A,All Harford Schools,4-year adjusted cohort,88.94,2445,2749,20180117
2017,12,Harford,A,All Harford Schools,3-year adjusted cohort,<= 5.00,*,2728,20180117
2017,13,Howard,80,Homewood School,4-year adjusted cohort,42.22,19,45,20180117
2017,13,Howard,80,Homewood School,3-year adjusted cohort,<= 5.00,*,38,20180117
2017,13,Howard,203,Howard High,4-year adjusted cohort,94.79,400,422,20180117
2017,13,Howard,203,Howard High,3-year adjusted cohort,<= 5.00,*,418,20180117
2017,13,Howard,207,Mount Hebron High,4-year adjusted cohort,94.12,352,374,20180117
2017,13,Howard,207,Mount Hebron High,3-year adjusted cohort,<= 5.00,*,369,20180117
2017,13,Howard,214,Centennial High,4-year adjusted cohort,>= 95.00,*,354,20180117
2017,13,Howard,214,Centennial High,3-year adjusted cohort,<= 5.00,*,350,20180117
2017,13,Howard,308,Marriotts Ridge High,4-year adjusted cohort,>= 95.00,*,298,20180117
2017,13,Howard,308,Marriotts Ridge High,3-year adjusted cohort,<= 5.00,*,296,20180117
2017,13,Howard,404,Glenelg High,4-year adjusted cohort,>= 95.00,*,313,20180117
2017,13,Howard,404,Glenelg High,3-year adjusted cohort,<= 5.00,*,311,20180117
2017,13,Howard,509,Atholton High,4-year adjusted cohort,>= 95.00,*,340,20180117
2017,13,Howard,509,Atholton High,3-year adjusted cohort,<= 5.00,*,342,20180117
2017,13,Howard,516,Wilde Lake High,4-year adjusted cohort,82.72,249,301,20180117
2017,13,Howard,516,Wilde Lake High,3-year adjusted cohort,<= 5.00,*,303,20180117
2017,13,Howard,522,Cedar Lane Special Center,4-year adjusted cohort,*,*,*,20180117
2017,13,Howard,522,Cedar Lane Special Center,3-year adjusted cohort,*,*,*,20180117
2017,13,Howard,524,River Hill High,4-year adjusted cohort,93.88,276,294,20180117
2017,13,Howard,524,River Hill High,3-year adjusted cohort,<= 5.00,*,291,20180117
2017,13,Howard,527,Reservoir High,4-year adjusted cohort,94.23,359,381,20180117
2017,13,Howard,527,Reservoir High,3-year adjusted cohort,<= 5.00,*,379,20180117
2017,13,Howard,611,Oakland Mills High,4-year adjusted cohort,90.37,244,270,20180117
2017,13,Howard,611,Oakland Mills High,3-year adjusted cohort,<= 5.00,*,276,20180117
2017,13,Howard,619,Hammond High,4-year adjusted cohort,90.15,293,325,20180117
2017,13,Howard,619,Hammond High,3-year adjusted cohort,<= 5.00,*,316,20180117
2017,13,Howard,623,Long Reach High,4-year adjusted cohort,84.72,305,360,20180117
2017,13,Howard,623,Long Reach High,3-year adjusted cohort,<= 5.00,*,356,20180117
2017,13,Howard,A,All Howard Schools,4-year adjusted cohort,92.28,3766,4081,20180117
2017,13,Howard,A,All Howard Schools,3-year adjusted cohort,<= 5.00,*,4049,20180117
2017,14,Kent,301,Kent County High,4-year adjusted cohort,90.48,133,147,20180117
2017,14,Kent,301,Kent County High,3-year adjusted cohort,<= 5.00,*,144,20180117
2017,14,Kent,A,All Kent Schools,4-year adjusted cohort,90.48,133,147,20180117
2017,14,Kent,A,All Kent Schools,3-year adjusted cohort,<= 5.00,*,144,20180117
2017,15,Montgomery,104,Seneca Valley High,4-year adjusted cohort,86.21,250,290,20180117
2017,15,Montgomery,104,Seneca Valley High,3-year adjusted cohort,<= 5.00,*,291,20180117
2017,15,Montgomery,125,Quince Orchard High,4-year adjusted cohort,>= 95.00,*,503,20180117
2017,15,Montgomery,125,Quince Orchard High,3-year adjusted cohort,<= 5.00,*,497,20180117
2017,15,Montgomery,152,Poolesville High,4-year adjusted cohort,>= 95.00,*,290,20180117
2017,15,Montgomery,152,Poolesville High,3-year adjusted cohort,<= 5.00,*,287,20180117
2017,15,Montgomery,201,Richard Montgomery High,4-year adjusted cohort,92.24,535,580,20180117
2017,15,Montgomery,201,Richard Montgomery High,3-year adjusted cohort,<= 5.00,*,569,20180117
2017,15,Montgomery,230,Rockville High,4-year adjusted cohort,86.02,277,322,20180117
2017,15,Montgomery,230,Rockville High,3-year adjusted cohort,<= 5.00,*,318,20180117
2017,15,Montgomery,234,Thomas S. Wootton High,4-year adjusted cohort,>= 95.00,*,542,20180117
2017,15,Montgomery,234,Thomas S. Wootton High,3-year adjusted cohort,<= 5.00,*,539,20180117
2017,15,Montgomery,239,Alternative Programs,4-year adjusted cohort,44.68,21,47,20180117
2017,15,Montgomery,239,Alternative Programs,3-year adjusted cohort,12.2,5,41,20180117
